"LineKey","RecKey","DateModified","FormType","FormDate","Direction","Measure","LineLengthAmount","SpacingIntervalAmount","SpacingType","HeightOption","HeightUOM","ShowCheckbox","CheckboxLabel","Notes","ShowShrubShape","DateLoadedInDb","LowerHerbHeights","HAF_Other","PrimaryKey","DBKey","created_user","created_date","last_edited_user","last_edited_date"
"1904230855027581","1904231010273278",2019-05-22 04:10:40,"LPI",2019-04-22 18:00:00,"0",1,25,50,"cm","ad hoc","cm",1,"Dead","PG1601 =  SH1601 =  AG1601 =AF1601 =  ",1,"2019-09-01",NA,NA,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1904230855024189","1904231046588345",2019-08-11 02:11:31,"LPI",2019-04-22 18:00:00,"120",1,25,50,"cm","ad hoc","cm",1,"Dead","PG1601 =  PF1601 =  PF1602 =  AF1601 =  SH1601 =  ",1,"2019-09-01",NA,NA,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1904230855022333","190423112110564",2019-05-22 04:09:30,"LPI",2019-04-22 18:00:00,"240",1,25,50,"cm","ad hoc","cm",1,"Dead","AG1601 =  PG1601 =  SH1601 =  ",1,"2019-09-01",NA,NA,"19042308550131962019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"19042408532191","1904240928329689",2019-09-23 06:56:51,"LPI",2019-04-23 18:00:00,"0",1,25,50,"cm","ad hoc","cm",1,"Dead","AF1602 =  PF1603 =  ",1,"2019-09-01",NA,NA,"19042408531926082019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1904240853217887","190424100719371",2019-09-23 07:00:33,"LPI",2019-04-23 18:00:00,"120",1,25,50,"cm","ad hoc","cm",1,"Dead","PF1603 =  AF1602 =  PG1602 =  ",1,"2019-09-01",NA,NA,"19042408531926082019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1904240853211840","1904241049008175",2019-05-22 04:17:56,"LPI",2019-04-23 18:00:00,"240",1,25,50,"cm","ad hoc","cm",1,"Dead","PG1602 =  AF1602 =  PF1603 =  PF1605 =  ",1,"2019-09-01",NA,NA,"19042408531926082019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905020836192794","1905020857034994",2019-10-04 10:58:14,"LPI",2019-05-01 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","SH00 =  ",1,"2019-09-01",NA,NA,"19050208361880412019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905020836192681","1905020927384247",2019-10-04 10:58:24,"LPI",2019-05-01 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","AF1603 =  SH00 =  ",1,"2019-09-01",NA,NA,"19050208361880412019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"190502083619825","1905020947026454",2019-10-04 10:58:45,"LPI",2019-05-01 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","SH00 =  ",1,"2019-09-01",NA,NA,"19050208361880412019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905021444559258","1905021457545723",2019-05-22 02:32:31,"LPI",2019-05-01 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","AF1605 =  PG1605 =  AF1606 = erigeron SH1603 = huge aster PF1610 =PF1611 =  SH1602 =  ",1,"2019-09-01",NA,NA,"19050214445471152019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"190502144455555","1905021534478819",2019-05-06 08:42:21,"LPI",2019-05-01 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","PG1605 =  AF1605 =  AF1606 =  ",1,"2019-09-01",NA,NA,"19050214445471152019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905021444558698","1905021603532651",2019-05-06 08:46:41,"LPI",2019-05-01 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","PG1605 =  AF1606 =  PF1610 =  AF1607 =  AF1605 =  SH1602 =  SH1603 =  AF1608 =  ",1,"2019-09-01",NA,NA,"19050214445471152019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905031204188668","1905031239545561",2019-05-22 03:12:03,"LPI",2019-05-02 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","AF1605 =  AF1609 =  ",1,"2019-09-01",NA,NA,"19050312041751162019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905031204182621","1905031309403570",2019-05-06 08:26:51,"LPI",2019-05-02 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","AF1605 =  AF1609 =  ",1,"2019-09-01",NA,NA,"19050312041751162019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"190503120418765","190503133604883",2019-05-06 08:27:25,"LPI",2019-05-02 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","AF1605 =  SH1604 =  AF1609 =  ",1,"2019-09-01",NA,NA,"19050312041751162019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905041007399372","1905041037117414",2019-05-06 08:52:48,"LPI",2019-05-03 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","PF1623 =  ",1,"2019-09-01",NA,NA,"19050410073832002019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905041007397170","1905041109134330",2019-05-06 08:53:14,"LPI",2019-05-03 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","AF1611 =  PF1626 =  PF1623 =  ",1,"2019-09-01",NA,NA,"19050410073832002019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905041007391123","1905041126588754",2019-05-06 08:54:00,"LPI",2019-05-03 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","PF1626 =  PF1630 =  PF1613 =  ",1,"2019-09-01",NA,NA,"19050410073832002019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905041506102872","1905041526522135",2019-05-22 04:39:16,"LPI",2019-05-03 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","AF1611 =  AF1605 =  PG1605 =  ",1,"2019-09-01",NA,NA,"19050415060929242019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905041506109479","1905041544063835",2019-05-06 08:34:02,"LPI",2019-05-03 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","PG1605 =  PF1637 =  PF1632 =  PF1623 =  ",1,"2019-09-01",NA,NA,"19050415060929242019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905041506107623","1905041602304213",2019-05-06 08:35:08,"LPI",2019-05-03 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","PF1623 =  AF1605 =  AF1609 =  PF1613 =  ",1,"2019-09-01",NA,NA,"19050415060929242019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"190516075112352","1905160811316302",2019-05-21 02:20:28,"LPI",2019-05-15 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","AF1613 =  ",1,"2019-09-01",NA,NA,"19051607511289782019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905160751124304","1905160843447868",2019-05-21 02:22:02,"LPI",2019-05-15 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","AF1614 =  ",1,"2019-09-01",NA,NA,"19051607511289782019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905160751122448","1905160906266747",2019-05-21 02:23:06,"LPI",2019-05-15 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","AF1613 =  ",1,"2019-09-01",NA,NA,"19051607511289782019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905170856262774","1905170904518303",2019-05-22 04:14:03,"LPI",2019-05-16 18:00:00,"0",1,25,50,"cm","ad hoc","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051708562559892019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905170856261415","1905170942315622",2019-05-22 04:14:36,"LPI",2019-05-16 18:00:00,"120",1,25,50,"cm","ad hoc","cm",1,"Dead","PF1645 =  PF1646 =  PF1612 =  ",1,"2019-09-01",NA,NA,"19051708562559892019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905170856269558","1905171018286423",2019-08-11 02:18:38,"LPI",2019-05-16 18:00:00,"240",1,25,50,"cm","ad hoc","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051708562559892019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905171447321255","1905171458378375",2019-05-22 03:46:27,"LPI",2019-05-16 18:00:00,"0",1,25,50,"cm","ad hoc","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051714473180282019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905171447325207","1905171520241577",2019-05-22 03:50:32,"LPI",2019-05-16 18:00:00,"120",1,25,50,"cm","ad hoc","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051714473180282019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905171447323351","1905171544365657",2019-05-22 03:51:39,"LPI",2019-05-16 18:00:00,"240",1,25,50,"cm","ad hoc","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051714473180282019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905181053245048","1905181112492019",2019-05-22 04:30:11,"LPI",2019-05-17 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","SH1605 =  AF1615 =  ",1,"2019-09-01",NA,NA,"19051810532393352019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"190518105324976","1905181138217628",2019-05-18 05:47:54,"LPI",2019-05-17 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051810532393352019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905181053244928","1905181151588721",2019-05-18 06:03:55,"LPI",2019-05-17 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","SH1606 =  SH1605 =  ",1,"2019-09-01",NA,NA,"19051810532393352019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905191632264595","1905191643038874",2019-05-22 04:16:57,"LPI",2019-05-18 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051916322599942019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905191632262392","1905191702025359",2019-06-12 03:31:11,"LPI",2019-05-18 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051916322599942019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905191632266344","1905191719295260",2019-05-22 04:58:06,"LPI",2019-05-18 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","",1,"2019-09-01",NA,NA,"19051916322599942019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905301809445681","1905301839545858",2019-06-01 11:12:18,"LPI",2019-05-29 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","SH1608 =  AF1618 =  PG1608 =  AF1619 =  ",1,"2019-09-01",NA,NA,"19053018094260032019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905301809443825","1905301904359541",2019-06-01 11:12:26,"LPI",2019-05-29 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","PG1608 =  ",1,"2019-09-01",NA,NA,"19053018094260032019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905311603215255","1905311614501003",2019-05-31 10:32:59,"LPI",2019-05-30 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","PF1673 =  PF1674 =  ",1,"2019-09-01",NA,NA,"19053116032020292019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905311603216551","1905311637038709",2019-05-31 10:49:20,"LPI",2019-05-30 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","PF1674 =  PF1675 =  PF1672 =  ",1,"2019-09-01",NA,NA,"19053116032020292019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905311603214695","1905311655023978",2019-05-31 11:09:09,"LPI",2019-05-30 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","PF1676 =  ",1,"2019-09-01",NA,NA,"19053116032020292019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1906011204092924","1906011214591001",2019-06-01 06:25:18,"LPI",2019-05-31 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","SH1610 =  SH1611 =  ",1,"2019-09-01",NA,NA,"19060112040862902019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"190601120409721","1906011229156123",2019-06-01 06:47:07,"LPI",2019-05-31 18:00:00,"120",1,25,50,"cm","every 5th","cm",1,"Dead","AF1621 =  AF00 =  PF1680 =  PG1609 =  ",1,"2019-09-01",NA,NA,"19060112040862902019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1906011204094673","1906011250592938",2019-06-01 07:11:30,"LPI",2019-05-31 18:00:00,"240",1,25,50,"cm","every 5th","cm",1,"Dead","SU01 =  PF1636 =  ",1,"2019-09-01",NA,NA,"19060112040862902019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
"1905301809441729","1906011656064410",2019-06-01 11:12:10,"LPI",2019-05-29 18:00:00,"0",1,25,50,"cm","every 5th","cm",1,"Dead","SH1608 =  ",1,"2019-09-01",NA,NA,"19053018094260032019-09-01","UT_GrandStaircaseEscalanteNM_LUP_2019_5-4_03.mdb","DBROWNING",2020-05-06 11:48:24,"DBROWNING",2020-05-06 11:48:24
